Customer_ID,Full_Name,NIC_Number,Gender,Date_of_Birth,Age,District,Province,Urban_Rural,Customer_Segment,Account_Open_Date,Customer_Tenure_Years,Savings_Balance,Monthly_Deposit_Avg,Monthly_Withdrawal_Avg,Net_Monthly_Flow,Account_Status,Interest_Rate_Tier,Has_Loan,Loan_Type,Loan_Amount,Loan_Tenure_Months,Monthly_Repayment_Amount,Loan_Repayment_Status,Loan_Start_Date,Outstanding_Loan_Balance,Mobile_App_User,Last_Login_Date,Monthly_Transaction_Count,Preferred_Channel,Push_Notification_Enabled,KYC_Status,KYC_Last_Updated,Suspicious_Activity_Flag,PEP_Flag,Has_Fixed_Deposit,FD_Amount,Has_Insurance,Has_Mobile_Wallet,Number_of_Products,Acquisition_Channel,Referral_Source,Last_Campaign_Response,Promo_Code_Used,Age_Band,Debt_to_Savings,Savings_Growing,CrossSell_Opportunity,High_Risk_Flag
FSL-0144,Samantha Murphy,736897243V,Female,1973-07-08,50,Trincomalee,Eastern,Urban,Regular,2016-08-16,9.7,697240.97,40743.16,34922.59,5820.570000000007,Active,Silver,No,,,,,,,,Yes,2023-06-19,7,Branch,Yes,Verified,2023-08-30,No,No,No,,No,Yes,2,Referral,,Ignored,No,45-54,,True,True,False
FSL-0145,Brian Taylor,710143048V,Male,1971-01-14,53,Galle,Southern,Suburban,Starter,2022-11-10,3.5,113712.26,3710.92,1997.32,1713.6000000000001,Active,Standard,No,,,,,,,,Yes,2023-06-14,3,Agent,Yes,Expired,2020-07-31,No,No,No,,No,Yes,2,Branch,,Responded,No,45-54,,True,True,False
FSL-0146,Steven Campbell,711041575V,Male,1971-04-14,52,Jaffna,Northern,Rural,Regular,2020-05-04,6.0,384410.91,27775.19,23912.07,3863.119999999999,Active,Silver,No,Housing,1792951.23,48.0,41088.47,On-Time,2023-11-27,1516298.23,Yes,2023-11-11,21,Online,Yes,Verified,2020-07-02,No,No,Yes,676788.54,Yes,No,4,Branch,Colleague,Responded,No,45-54,,True,False,False
FSL-0147,Samantha Bell,836611149V,Female,1983-06-10,40,Kurunegala,North Western,Rural,Regular,2023-12-08,2.4,25630.03,1087.19,594.74,492.45000000000005,Active,Standard,Yes,Housing,2159067.05,48.0,49478.62,Delayed,2023-12-15,698529.95,Yes,2023-08-01,35,Online,Yes,Pending,2021-07-04,No,No,Yes,650231.07,No,No,3,Referral,,Ignored,Yes,35-44,27.254355535284194,True,False,False
FSL-0148,Robert Anderson,933641362V,Male,1993-12-30,30,Kandy,Central,Rural,Regular,2016-05-27,9.9,577852.83,36766.71,16165.82,20600.89,Active,Silver,No,,,,,,,,Yes,2023-08-19,33,Online,Yes,Pending,2021-11-07,No,No,Yes,606356.8,No,No,2,Branch,Family,Unsubscribed,No,25-34,,True,False,False
FSL-0149,Laura Smith,020225078V,Male,2002-01-22,21,Kurunegala,North Western,Rural,Regular,2023-04-10,3.1,795737.62,25424.45,18844.44,6580.010000000002,Active,Silver,No,,,,,,,,Yes,2023-09-08,21,Online,Yes,Pending,2023-01-30,No,No,No,,Yes,No,2,Branch,Friend,Responded,No,18-24,,True,False,False
FSL-0150,John Taylor,965842960V,Female,1996-03-24,27,Kurunegala,North Western,Rural,Premium,2015-06-22,10.9,3114846.6,191392.01,136470.91,54921.100000000006,Active,Gold,No,,,,,,,,Yes,2023-10-06,7,Online,No,Expired,2023-07-04,No,No,Yes,1119071.32,Yes,Yes,4,Referral,,Ignored,No,25-34,,True,False,False
FSL-0151,Timothy Reed,703507189V,Male,1970-12-16,53,Jaffna,Northern,Suburban,Regular,2015-06-11,10.9,398535.66,18432.27,8789.04,9643.23,Active,Silver,Yes,Housing,1653680.61,36.0,50529.13,Delayed,2018-07-12,1384978.29,Yes,2023-10-20,12,App,Yes,Verified,2021-06-23,No,No,No,,No,No,2,Digital,,Unsubscribed,No,45-54,3.4751677930150593,True,True,False
FSL-0152,Lisa King,991949830V,Male,1999-07-13,24,Kurunegala,North Western,Urban,Regular,2023-08-03,2.7,450144.89,25560.29,12615.54,12944.75,Active,Silver,Yes,Personal,179142.93,24.0,8210.72,On-Time,2023-08-11,48685.17,Yes,2023-06-26,4,Agent,No,Verified,2023-12-07,No,No,Yes,1463905.87,Yes,No,4,Agent,Friend,Ignored,No,18-24,0.10815444333934346,True,False,False
FSL-0153,Rebecca Carter,867031955V,Female,1986-07-22,37,Trincomalee,Eastern,Urban,Premium,2015-10-16,10.5,4255054.24,104998.24,45100.95,59897.29000000001,Active,Gold,Yes,Housing,1618400.1,24.0,74176.67,On-Time,2023-02-26,504048.4,Yes,2023-07-16,28,App,No,Verified,2023-10-13,No,No,No,,Yes,Yes,4,Agent,,Ignored,Yes,35-44,0.1184587484835446,True,False,False
FSL-0154,Timothy Scott,947476319V,Female,1994-09-04,29,Jaffna,Northern,Suburban,Regular,2023-02-21,3.2,272291.72,9378.64,5883.93,3494.709999999999,Active,Silver,No,,,,,,,,No,,2,Agent,Yes,Verified,2020-03-11,No,No,No,,No,Yes,2,Referral,Family,Responded,No,25-34,,True,True,False
FSL-0155,Ashley Carter,740841618V,Male,1974-03-25,49,Ratnapura,Sabaragamuwa,Urban,Premium,2019-02-12,7.2,4503314.09,157577.33,71500.13,86077.19999999998,Active,Gold,No,,,,,,,,Yes,2023-07-26,6,Online,No,Verified,2023-11-13,No,No,Yes,1320283.78,Yes,No,3,Agent,Friend,Ignored,No,45-54,,True,False,False
FSL-0156,Amanda Scott,887512974V,Female,1988-09-07,35,Galle,Southern,Suburban,Starter,2015-02-16,11.2,96913.63,5614.36,1866.64,3747.7199999999993,Active,Standard,Yes,Housing,1014153.3,24.0,46482.03,On-Time,2022-09-06,732058.23,Yes,2023-09-23,34,App,Yes,Verified,2022-03-18,No,No,No,,No,No,2,Referral,Friend,Ignored,No,35-44,7.553717985798282,True,True,False
FSL-0157,Steven Bell,912104245V,Male,1991-07-29,32,Ratnapura,Sabaragamuwa,Urban,Regular,2021-04-17,5.0,500477.53,32100.66,14372.99,17727.67,Active,Silver,No,,,,,,,,Yes,2023-10-26,7,App,No,Verified,2021-12-14,No,No,No,,No,Yes,2,Referral,,Ignored,No,25-34,,True,True,False
FSL-0158,Andrew Adams,801744271V,Male,1980-06-22,43,Jaffna,Northern,Urban,Regular,2015-12-18,10.4,107649.96,2505.26,2177.98,327.2800000000002,Inactive,Standard,No,,,,,,,,No,,0,Online,No,Verified,2022-07-10,No,No,No,,Yes,No,2,Referral,,Ignored,No,35-44,,True,False,False
FSL-0159,Andrew Morris,863279631V,Male,1986-11-23,37,Colombo,Western,Urban,Premium,2017-04-02,9.1,4051348.23,231242.39,76738.05,154504.34000000003,Active,Gold,Yes,Business,1998099.84,36.0,61053.05,Delayed,2017-06-19,696580.05,No,,3,Branch,No,Verified,2023-12-24,No,No,No,,No,Yes,3,Agent,,Unsubscribed,Yes,35-44,0.17193783660507506,True,True,False
FSL-0160,Nancy Campbell,848539027V,Female,1984-12-18,39,Kurunegala,North Western,Suburban,Premium,2022-09-03,3.7,2083608.87,119836.39,52934.47,66901.92,Suspended,Gold,No,,,,,,,,No,,5,Online,No,Expired,2020-03-01,No,No,Yes,749393.69,No,Yes,3,Agent,,Unsubscribed,No,35-44,,True,False,False
FSL-0161,Karen Flores,952563502V,Male,1995-09-13,28,Galle,Southern,Rural,Starter,2018-09-10,7.6,70129.53,1957.06,1353.27,603.79,Active,Standard,No,,,,,,,,Yes,2023-07-06,21,Branch,Yes,Expired,2020-10-24,No,No,Yes,228846.68,No,No,2,Branch,Colleague,Ignored,Yes,25-34,,True,False,False
FSL-0162,Michael Bell,887107737V,Female,1988-07-28,35,Matara,Southern,Suburban,Starter,2022-02-21,4.2,140321.25,5111.59,3922.97,1188.6200000000003,Active,Standard,Yes,Vehicle,1836533.31,60.0,33669.78,On-Time,2022-10-16,544119.86,Yes,2023-06-21,32,Branch,Yes,Verified,2023-12-29,No,No,No,,No,Yes,3,Branch,Friend,Ignored,No,35-44,3.8776725549408946,True,True,False
FSL-0163,Sandra Flores,000434323V,Male,2000-02-12,23,Galle,Southern,Urban,Starter,2019-12-05,6.4,130733.71,6457.8,3196.21,3261.59,Active,Standard,Yes,Business,2339833.42,60.0,42896.95,Delayed,2022-01-22,1666360.98,Yes,2023-12-08,35,App,Yes,Verified,2020-03-27,No,No,No,,No,Yes,3,Agent,,Ignored,No,18-24,12.746222684264065,True,True,False
FSL-0164,Barbara Young,878135989V,Female,1987-11-09,36,Matara,Southern,Suburban,Regular,2021-11-16,4.5,736845.6,45240.24,38101.57,7138.669999999998,Active,Silver,No,,,,,,,,Yes,2023-10-07,9,Branch,No,Expired,2023-11-26,No,No,No,,Yes,Yes,3,Branch,,Responded,No,35-44,,True,False,False
FSL-0165,Mary Morgan,740342870V,Male,1974-02-03,49,Ratnapura,Sabaragamuwa,Suburban,Premium,2022-12-07,3.4,2228393.18,150336.31,91254.12,59082.19,Suspended,Gold,Yes,Business,179522.95,24.0,8228.14,Defaulted,2023-09-22,150908.71,No,,1,Branch,Yes,Pending,2022-05-09,No,No,No,,No,Yes,3,Branch,Family,Responded,No,45-54,0.06772086333525755,True,True,False
FSL-0166,John Nelson,926359904V,Female,1992-05-14,31,Colombo,Western,Suburban,Regular,2017-06-07,8.9,479312.62,23267.14,12705.97,10561.17,Active,Silver,No,,,,,,,,Yes,2023-10-19,19,Branch,Yes,Verified,2023-08-30,No,No,Yes,1198376.16,No,Yes,3,Digital,Friend,Responded,No,25-34,,True,False,False
FSL-0167,Mary Stewart,976513906V,Female,1997-05-31,26,Ratnapura,Sabaragamuwa,Suburban,Regular,2015-05-27,10.9,92638.5,3516.34,1832.51,1683.8300000000002,Active,Standard,Yes,Business,2537763.41,12.0,232628.31,On-Time,2016-11-28,516992.52,No,,2,Agent,Yes,Verified,2023-06-07,No,No,No,,No,Yes,3,Referral,,Ignored,No,25-34,5.580752279020062,True,True,False
FSL-0168,Janet Roberts,758009132V,Female,1975-10-27,48,Badulla,Uva,Suburban,Regular,2017-01-06,9.3,709257.67,24088.73,11425.11,12663.619999999999,Active,Silver,Yes,Business,1895109.19,12.0,173718.34,Delayed,2019-05-05,1477483.41,No,,3,App,Yes,Verified,2023-07-29,No,No,No,,No,Yes,3,Referral,,Ignored,No,45-54,2.083140546086727,True,True,False
FSL-0169,Mark Stewart,856147488V,Female,1985-04-24,38,Trincomalee,Eastern,Suburban,Unknown,2016-12-20,9.4,,96155.44,82055.96,14099.479999999996,Active,Gold,No,,,,,,,,Yes,2023-07-05,32,Branch,No,Expired,2023-01-04,No,No,No,,No,Yes,2,Referral,,Ignored,No,35-44,,True,False,False
FSL-0170,Catherine Johnson,953306434V,Male,1995-11-26,28,Jaffna,Northern,Urban,Premium,2015-05-08,11.0,2026185.88,86142.17,53456.72,32685.449999999997,Active,Gold,No,,,,,,,,Yes,2023-06-30,21,Online,No,Verified,2020-06-26,No,No,No,,No,Yes,2,Referral,Family,Responded,No,25-34,,True,True,False
FSL-0171,Elizabeth Garcia,927561408V,Female,1992-09-12,31,Ratnapura,Sabaragamuwa,Rural,Premium,2018-10-25,7.5,4656365.46,297758.11,182876.12,114881.98999999999,Inactive,Gold,Yes,Personal,2475308.63,60.0,45380.66,Delayed,2019-07-23,679247.07,Yes,2023-09-08,35,App,Yes,Expired,2023-11-08,No,No,No,,No,Yes,3,Referral,Friend,Ignored,No,25-34,0.14587494814034635,True,True,False
FSL-0172,Susan King,782335695V,Male,1978-08-21,45,Matara,Southern,Suburban,Regular,2022-07-11,3.8,111767.65,3236.71,1502.42,1734.29,Active,Standard,No,,,,,,,,Yes,2023-07-23,24,Online,Yes,Expired,2021-08-03,No,No,No,,No,No,1,Digital,Family,Responded,No,45-54,,True,True,False
FSL-0173,Richard Miller,726522410V,Female,1972-05-31,51,Kurunegala,North Western,Urban,Regular,2021-08-24,4.7,510987.14,31378.44,17807.32,13571.119999999999,Active,Silver,Yes,Housing,2153051.12,60.0,39472.6,On-Time,2023-10-06,1614280.31,Yes,2023-06-24,31,App,Yes,Verified,2023-12-25,Yes,No,No,,Yes,No,3,Referral,Colleague,Ignored,No,45-54,3.1591407760281403,True,False,False
FSL-0174,Amanda King,918181495V,Female,1991-11-14,32,Gampaha,Western,Suburban,Regular,2020-03-04,6.2,679697.68,25104.93,12782.66,12322.27,Active,Silver,No,,,,,,,,Yes,2023-11-30,8,Online,No,Verified,2021-09-10,No,No,No,,No,No,1,Agent,,Responded,No,25-34,,True,True,False
FSL-0175,Ronald Green,946564869V,Female,1994-06-05,29,Kandy,Central,Suburban,Premium,2022-12-25,3.3,3083847.31,151718.56,99420.85,52297.70999999999,Active,Gold,No,,,,,,,,No,,1,Online,No,Verified,2020-08-10,No,No,No,,No,No,1,Digital,Friend,Responded,Yes,25-34,,True,True,False
FSL-0176,James Bell,992363444V,Male,1999-08-24,24,Ratnapura,Sabaragamuwa,Suburban,Regular,2021-06-25,4.8,448866.68,11926.38,9856.62,2069.7599999999984,Active,Silver,No,,,,,,,,No,,3,Online,No,Verified,2023-06-06,No,No,Yes,658950.86,No,No,2,Digital,Friend,Ignored,No,18-24,,True,False,False
FSL-0177,Stephanie Davis,716464854V,Female,1971-05-26,52,Kurunegala,North Western,Suburban,Regular,2018-07-27,7.8,575183.45,25516.26,14317.53,11198.729999999998,Active,Silver,Yes,Housing,605269.17,48.0,13870.75,Delayed,2020-08-02,492669.91,Yes,2023-11-19,10,Branch,Yes,Verified,2020-10-21,No,No,No,,No,Yes,3,Agent,,Unsubscribed,No,45-54,0.8565439600183211,True,True,False
FSL-0178,Edward Evans,901409346V,Male,1990-05-20,33,Kurunegala,North Western,Suburban,Regular,2018-12-26,7.3,196077.92,8918.86,2715.42,6203.4400000000005,Active,Standard,No,,,,,,,,No,,2,Agent,No,Verified,2020-03-09,No,No,No,,Yes,Yes,3,Digital,Family,Ignored,No,25-34,,True,False,False
FSL-0179,Ashley Nelson,931742449V,Male,1993-06-23,30,Galle,Southern,Suburban,Regular,2022-07-02,3.8,80903.9,4694.15,3656.08,1038.0699999999997,Active,Standard,Yes,Vehicle,1628348.12,12.0,149265.24,On-Time,2023-12-08,1416901.94,Yes,2023-08-24,28,Online,No,Pending,2021-08-15,No,No,No,,No,No,2,Referral,Friend,Ignored,No,25-34,17.513394780721324,True,True,False
FSL-0180,Richard Collins,985021447V,Female,1998-01-02,26,Matara,Southern,Suburban,Premium,2015-11-11,10.5,4331503.65,158840.26,60283.57,98556.69,Active,Gold,No,,,,,,,,Yes,2023-06-29,13,Branch,No,Verified,2020-12-25,No,No,No,,No,No,1,Referral,Friend,Unsubscribed,No,25-34,,True,True,False
FSL-0181,Joshua Hall,875694898V,Female,1987-03-10,36,Ratnapura,Sabaragamuwa,Suburban,Premium,2021-06-24,4.9,3804625.0,154865.52,106138.12,48727.399999999994,Suspended,Gold,Yes,Housing,1418844.04,48.0,32515.18,On-Time,2023-07-28,1285492.58,No,,1,Agent,No,Verified,2021-06-21,No,No,Yes,1861722.8,No,No,3,Digital,Friend,Unsubscribed,No,35-44,0.33787629004172554,True,False,False
FSL-0182,Ronald Evans,855105429V,Female,1985-01-10,39,Matara,Southern,Rural,Regular,2021-07-20,4.8,325099.94,21583.08,16175.54,5407.540000000001,Active,Silver,No,,,,,,,,Yes,2023-08-26,13,Online,Yes,Verified,2020-05-19,Yes,No,Yes,947290.19,Yes,Yes,4,Branch,Friend,Responded,Yes,35-44,,True,False,False
FSL-0183,Jessica Phillips,012792965V,Male,2001-10-06,22,Gampaha,Western,Rural,Premium,2022-05-12,4.0,3937359.95,231809.51,181256.5,50553.01000000001,Active,Gold,Yes,Housing,797340.43,48.0,18272.38,Delayed,2022-07-28,512660.74,No,,2,Agent,No,Verified,2021-10-24,No,No,Yes,218536.02,No,No,3,Referral,Colleague,Responded,Yes,18-24,0.13020418415136265,True,False,False
FSL-0184,Elizabeth Evans,785029061V,Female,1978-01-02,46,Gampaha,Western,Urban,Regular,2017-06-13,8.9,498893.71,13158.31,7433.77,5724.539999999999,Active,Silver,Yes,Personal,1735466.45,36.0,53028.14,Delayed,2017-08-28,1496033.75,Yes,2023-11-11,2,App,No,Verified,2023-12-04,No,No,Yes,1444450.74,No,Yes,4,Agent,,Ignored,No,45-54,2.998702368887353,True,False,False
FSL-0185,Maria Harris,870908898V,Male,1987-03-31,36,Gampaha,Western,Suburban,Starter,2019-01-10,7.3,53348.76,2036.31,678.33,1357.98,Suspended,Standard,No,,,,,,,,Yes,2023-08-27,7,Agent,No,Verified,2021-02-19,No,No,No,,Yes,No,2,Digital,,Ignored,No,35-44,,True,False,False
FSL-0186,Timothy Cook,761021584V,Male,1976-04-11,47,Galle,Southern,Urban,Starter,2017-09-03,8.7,75938.72,1805.79,1127.41,678.3799999999999,Active,Standard,No,,,,,,,,No,,3,App,Yes,Unknown,2020-03-28,No,No,No,,No,No,1,Branch,,Ignored,No,45-54,,True,True,False
FSL-0187,William Cook,913411312V,Male,1991-12-07,32,Ratnapura,Sabaragamuwa,Rural,Regular,2017-09-21,8.6,567011.51,15781.21,6365.34,9415.869999999999,Active,Silver,Yes,Personal,1395744.55,24.0,63971.63,Delayed,2018-06-09,1109798.57,Yes,2023-10-06,16,App,No,Verified,2023-10-21,No,No,No,,No,Yes,3,Branch,Friend,Ignored,No,25-34,1.957276969562752,True,True,False
FSL-0188,Donald Moore,882283753V,Male,1988-08-15,35,Jaffna,Northern,Suburban,Regular,2021-07-11,4.8,51745.14,1345.27,1087.54,257.73,Active,Standard,No,,,,,,,,Yes,2023-10-03,7,App,Yes,Expired,2023-12-18,No,No,No,,No,No,1,Branch,Family,Responded,No,35-44,,True,True,False
FSL-0189,Jason Flores,773031616V,Male,1977-10-30,46,Trincomalee,Eastern,Urban,Regular,2015-12-27,10.3,509209.49,34094.11,17344.09,16750.02,Active,Silver,Yes,Personal,2960480.4,12.0,271377.37,On-Time,2022-01-14,1573227.83,Yes,2023-11-08,15,Online,Yes,Verified,2020-11-01,No,No,No,,Yes,No,3,Digital,Friend,Ignored,No,45-54,3.089549312994933,True,False,False
FSL-0190,,977448424V,Female,1997-09-01,26,Colombo,Western,Urban,Premium,2021-01-10,5.3,1291494.24,86697.39,51241.35,35456.04,Active,Gold,No,,,,,,,,No,,4,Online,Yes,Pending,2021-10-29,No,No,Yes,550524.89,No,Yes,3,Branch,Friend,Ignored,No,25-34,,True,False,False
FSL-0191,Ronald Anderson,971238454V,Male,1997-05-03,26,Kandy,Central,Urban,Premium,2023-01-27,3.3,1373697.15,17694.735,26337.22,-8642.485,Active,Gold,Yes,Personal,877782.26,12.0,80463.37,Delayed,2023-09-18,399821.27,No,,1,Online,No,Pending,2023-07-30,No,No,No,,No,Yes,3,Agent,,Ignored,No,25-34,0.29105488789869005,False,True,False
FSL-0192,Nicole Nelson,707388014V,Female,1970-08-26,53,Galle,Southern,Urban,Regular,2017-06-29,8.8,715621.65,39721.51,15466.83,24254.68,Active,Silver,Yes,Personal,168173.11,48.0,3853.97,Delayed,2023-02-23,21623.27,Yes,2023-10-01,8,Agent,Yes,Verified,2020-01-26,No,No,Yes,780970.8,Yes,No,4,Digital,,Ignored,Yes,45-54,0.0302160645922325,True,False,False
FSL-0193,Jeffrey Roberts,901488598V,Male,1990-05-28,33,Kandy,Central,Rural,Regular,2023-11-10,2.5,699810.4,40315.14,29121.29,11193.849999999999,Active,Silver,No,,,,,,,,Yes,2023-11-24,23,App,Yes,Pending,2023-11-30,No,No,No,,No,Yes,2,Referral,,Unsubscribed,No,25-34,,True,True,False
FSL-0194,Rebecca Brown,870666989V,Male,1987-03-07,36,Ratnapura,Sabaragamuwa,Suburban,Regular,2016-12-18,9.4,525574.67,32739.32,20837.1,11902.220000000001,Inactive,Silver,Yes,Vehicle,753966.48,12.0,69113.59,On-Time,2023-06-21,633679.93,No,,5,Branch,Yes,Expired,2022-10-28,No,No,Yes,755930.51,No,No,3,Digital,,Ignored,No,35-44,1.2056896311232046,True,False,False
FSL-0195,Catherine Young,978127031V,Female,1997-11-08,26,Gampaha,Western,Urban,Starter,2015-12-24,10.4,16624.71,1228.18,580.96,647.22,Suspended,Standard,Yes,Vehicle,380472.51,24.0,17438.32,On-Time,2018-04-08,206438.48,Yes,2023-08-15,28,Branch,Yes,Verified,2023-08-13,Yes,No,Yes,1623779.29,No,No,3,Referral,,Ignored,No,25-34,12.417568787666072,True,False,False
FSL-0196,Carol Hall,906995982V,Female,1990-07-18,33,Trincomalee,Eastern,Urban,Regular,2016-12-04,9.4,448866.68,21361.52,11175.1,10186.42,Active,Silver,No,,,,,,,,Yes,2023-08-12,31,Branch,No,Verified,2023-01-01,No,No,No,,No,No,1,Branch,Family,Responded,Yes,25-34,,True,True,False
FSL-0197,Michelle Roberts,892845266V,Male,1989-10-11,34,Jaffna,Northern,Urban,Regular,2015-05-23,10.9,539131.56,42419.6,16491.32,25928.28,Active,Silver,No,,,,,,,,Yes,2023-07-02,3,Agent,No,Pending,2022-07-27,No,No,No,,No,No,1,Referral,,Unsubscribed,No,25-34,,True,True,False
FSL-0198,Andrew Roberts,855712840V,Female,1985-03-12,38,Ratnapura,Sabaragamuwa,Rural,Premium,2021-03-06,5.2,1025942.44,22045.18,14781.58,7263.6,Active,Gold,Yes,Vehicle,212349.23,24.0,9732.67,On-Time,2022-06-03,162254.1,No,,1,App,Yes,Pending,2023-10-18,No,No,No,,Yes,Yes,4,Digital,,Ignored,Yes,35-44,0.1581512701628758,True,False,False
FSL-0199,Edward Torres,867651199V,Female,1986-09-22,37,Matara,Southern,Urban,Regular,2019-12-31,6.3,701955.35,17728.53,13060.82,4667.709999999999,Active,Silver,No,,,,,,,,No,,2,Branch,No,Expired,2022-05-18,No,No,No,,No,Yes,2,Referral,,Unsubscribed,No,35-44,,True,True,False
FSL-0200,Amanda Jones,738541108V,Female,1973-12-20,50,Kurunegala,North Western,Suburban,Regular,2016-12-17,9.4,453534.8,28398.0,21387.85,7010.1500000000015,Active,Silver,Yes,Business,903916.34,48.0,20714.75,On-Time,2020-05-06,731627.55,Yes,2023-10-22,31,Branch,Yes,Verified,2021-06-21,No,No,No,,Yes,No,3,Referral,,Responded,No,45-54,1.6131673909036308,True,False,False
FSL-0201,Nancy Johnson,821599078V,Male,1982-06-08,41,Gampaha,Western,Suburban,Regular,2020-05-22,5.9,461148.18,33249.13,22502.93,10746.199999999997,Active,Silver,No,,,,,,,,Yes,2025-08-20,3,Online,Yes,Verified,2021-10-16,No,No,No,,Yes,Yes,3,Referral,Friend,Responded,No,35-44,,True,False,False
FSL-0202,Charles Rivera,980634002V,Male,1998-03-04,25,Gampaha,Western,Suburban,Premium,2018-08-14,7.7,4425994.11,308090.44,219046.23,89044.20999999999,Active,Gold,No,,,,,,,,No,,0,Online,No,Verified,2022-11-27,No,No,No,,No,Yes,2,Branch,Family,Ignored,No,25-34,,True,True,False
FSL-0203,Janet Mitchell,882648544V,Male,1988-09-20,35,Gampaha,Western,Urban,Premium,2015-03-13,11.1,2657832.03,102843.24,53225.61,49617.630000000005,Inactive,Gold,No,,,,,,,,Yes,2023-12-13,23,Branch,No,Verified,2020-08-30,No,No,Yes,530491.42,Yes,Yes,4,Digital,,Ignored,No,35-44,,True,False,False
FSL-0204,Charles Johnson,896261696V,Female,1989-05-06,34,Galle,Southern,Urban,Regular,2020-10-04,5.6,482677.41,23238.48,19639.25,3599.2299999999996,Active,Silver,Yes,Personal,2275923.3,12.0,208626.3,Defaulted,2021-11-28,1364330.88,Yes,2023-11-19,24,App,Yes,Pending,2021-07-22,No,No,Yes,1051205.39,No,Yes,4,Digital,Friend,Ignored,No,25-34,2.8265894606503337,True,False,True
FSL-0205,Janet White,822353814V,Male,1982-08-23,41,Badulla,Uva,Urban,Regular,2017-05-26,8.9,737972.2,52453.45,30676.31,21777.139999999996,Active,Silver,Yes,Personal,583503.19,36.0,17829.26,Defaulted,2022-02-26,164625.45,Yes,2023-06-29,22,App,Yes,Verified,2022-10-12,No,No,No,,Yes,Yes,4,Digital,,Responded,No,35-44,0.2230781186608385,True,False,False
FSL-0206,Donna Stewart,805497672V,Female,1980-02-18,43,Matara,Southern,Rural,Regular,2015-10-13,10.5,717908.62,48922.73,42242.29,6680.440000000002,Active,Silver,Yes,Business,2032681.66,48.0,46582.29,On-Time,2023-03-02,1372143.19,Yes,2023-09-10,27,App,No,Expired,2020-12-11,No,No,No,,No,No,2,Digital,Family,Ignored,No,35-44,1.9113061910302733,True,True,False
FSL-0207,Ashley Bell,988227557V,Female,1998-11-18,25,Jaffna,Northern,Suburban,Regular,2019-07-15,6.8,790268.1,40054.64,15558.2,24496.44,Active,Silver,Yes,Business,1516957.66,24.0,69527.23,On-Time,2023-09-03,219844.42,Yes,2023-11-21,3,Branch,Yes,Verified,2020-11-08,No,No,No,,No,No,2,Agent,,Responded,No,25-34,0.2781896675318161,True,True,False
FSL-0208,Samantha Rivera,946226629V,Female,1994-05-02,29,Badulla,Uva,Suburban,Starter,2015-05-10,11.0,148653.18,10823.07,4020.56,6802.51,Active,Standard,No,,,,,,,,Yes,2023-06-10,4,Branch,No,Expired,2021-09-12,No,No,No,,No,Yes,2,Digital,,Ignored,No,25-34,,True,True,False
FSL-0209,Maria Roberts,916283560V,Female,1991-05-08,32,Badulla,Uva,Urban,Regular,2021-08-17,4.7,777279.19,44317.65,22675.49,21642.16,Suspended,Silver,Yes,Personal,1791867.07,24.0,82127.24,Delayed,2022-08-09,1412207.02,Yes,2023-12-13,23,Agent,Yes,Verified,2022-01-01,No,No,Yes,545781.97,No,Yes,4,Digital,Colleague,Responded,Yes,25-34,1.8168594221594947,True,False,False
FSL-0210,Catherine King,902477921V,Male,1990-09-04,33,Trincomalee,Eastern,Suburban,Regular,2015-03-25,11.1,562847.61,31113.85,27736.72,3377.1299999999974,Active,Silver,Yes,Personal,2434563.38,12.0,223168.31,Delayed,2017-07-15,938700.31,Yes,2023-12-13,23,Branch,No,Verified,2022-06-11,No,No,No,,Yes,No,3,Branch,Colleague,Responded,No,25-34,1.6677699137782607,True,False,False
FSL-0211,Kevin Harris,020712552V,Male,2002-03-12,21,Trincomalee,Eastern,Urban,Premium,2023-12-26,2.3,2889786.46,131850.42,67031.42,64819.000000000015,Active,Gold,No,,,,,,,,Yes,2023-08-16,29,Online,Yes,Verified,2023-07-03,No,No,No,,No,No,1,Branch,,Ignored,No,18-24,,True,True,False
FSL-0212,Gary Moore,956451981V,Female,1995-05-25,28,Badulla,Uva,Urban,Regular,2017-09-11,8.6,137368.67,8395.75,4031.35,4364.4,Active,Standard,Yes,Personal,1920086.09,48.0,44001.97,On-Time,2020-11-29,1246397.49,Yes,2023-11-01,17,Agent,Yes,Verified,2020-02-26,No,No,No,,No,Yes,3,Digital,Family,Responded,Yes,25-34,9.073375246335281,True,True,False
FSL-0213,Margaret Moore,983301691V,Male,1998-11-26,25,Ratnapura,Sabaragamuwa,Rural,Premium,2015-12-10,10.4,1912571.48,72445.82,24497.48,47948.34000000001,Suspended,Gold,No,,,,,,,,No,,0,Agent,No,Pending,2020-10-14,No,No,No,,Yes,No,2,Referral,,Unsubscribed,No,25-34,,True,False,False
FSL-0214,Donald Murphy,847837388V,Female,1984-10-09,39,Galle,Southern,Rural,Regular,2016-03-13,10.1,156620.32,12246.99,6903.45,5343.54,Active,Standard,No,,,,,,,,Yes,2023-09-04,9,Online,Yes,Verified,2021-05-19,No,No,No,,No,No,1,Referral,Friend,Ignored,No,35-44,,True,True,False
FSL-0215,William Cook,003604926V,Male,2000-12-25,23,Matara,Southern,Suburban,Regular,2022-11-09,3.5,303026.98,20828.56,7773.89,13054.670000000002,Inactive,Silver,No,,,,,,,,Yes,2023-09-09,18,Online,Yes,Pending,2021-04-27,No,No,Yes,933807.11,No,No,2,Agent,Friend,Responded,Yes,18-24,,True,False,False
